,subject,session,f1,f2,f3,f4,f5,f6,f7,f8
0,sb1,se2,-1.4664874918170763,12.7518929242391,0.049540151726632765,2.6600293888612043,5.187969248794359,2.839348373258876,2.6259118862965565,10.14677270863368
1,sb1,se2,0.4888385183326176,17.28240176711991,0.17696809800039007,0.7856006033870635,14.066341531515384,5.777839182572781,0.24475567369651846,-0.4095890536371254
2,sb1,se2,-1.6297284875385236,21.158032959052065,-0.06673313572540461,-0.5679948572861324,9.371790345118338,4.4974208321790226,1.060716743649663,1.376206881789856
3,sb1,se2,-1.1690297393572853,23.653644517387306,-1.5198115308440852,1.55991986393739,11.47148832694095,7.193643417947185,1.1011689521992842,0.38674492373115665
4,sb1,se2,-55.878576583595816,22.14959832560238,0.08912243408558862,-0.8548185052025796,14.898759256810642,3.72390624587636,0.2804186021632002,-0.6657545055780916
5,sb1,se2,-9.924350094878184,18.133807208544958,1.1705226106645907,2.3158156258168496,6.864801194499318,4.302751859664495,2.0659855036418167,5.407650515458814
6,sb1,se2,-23.3549003732335,41.67298950404476,0.07721944154208572,-0.8350355546107786,12.594797415977292,5.706252608440505,0.40219116517248016,-0.17445593786390035
7,sb1,se2,-53.281691261765666,31.663862083941783,0.29626555112580577,-1.461903043070733,11.23940874656752,4.553737598494218,-0.3586317432641997,-1.3756988166358437
8,sb1,se2,-6.89568119072536,18.81972301244318,0.5230986709700308,0.9246220741504056,7.955813354572866,4.221747300489921,1.2615063753620812,1.755991914488316
9,sb1,se2,-4.025209578064933,20.305700152777963,0.21940897401174572,-0.36252550890876556,7.654060019456329,3.6366236866106996,1.5987605305732766,3.2038348738536255
10,sb1,se2,4.757885658215528,12.130303944919294,1.236362699198211,2.811799437168541,11.75422192290176,7.523885586240427,1.9114754502596647,5.118175008195065
11,sb1,se2,8.881922559882947,17.95385279149643,-0.715187233427664,-0.11791710038327574,22.894072286403457,8.286495499495993,0.22051820772965564,-1.137051285541249
12,sb1,se2,19.06418331252803,25.31111234951596,-0.9064211375696359,1.2619384366604063,9.916103376595922,5.325092041856941,0.7023851259098446,-0.07999868613359107
13,sb1,se2,-16.20235997302578,23.561301525672842,0.7638350122866482,-0.20708490327079554,14.994596196608306,6.593007827432467,0.6208578753920304,0.47616778678201577
14,sb1,se2,23.796182853093146,20.940969769389802,-0.5012385982680181,-0.6667070786234293,25.615361679100314,11.255703297616149,0.5029609950998798,-0.8405491637688316
15,sb1,se2,0.9561584392822501,16.049424859603374,2.0738467570943953,5.499102825215196,16.39487483067994,6.152229887798441,1.8558812478874578,5.068652098959083
16,sb1,se2,50.86107356819283,18.33977759729733,-0.3085241181579558,-0.8742318758926237,13.493292915436612,3.2606413576741433,0.4719747177224739,-0.8300171542359909
17,sb1,se2,8.800032877236726,14.122847233892223,-1.0737249465877228,1.9165055639397197,8.885820924980514,4.013657009646904,1.2102386565190557,1.612448515026089
18,sb1,se2,18.21663106393523,38.67488791400451,-0.5593664297480698,-0.6795419359772548,12.665751841440837,4.643595486700383,0.5941536991543604,-0.3368400511017495
19,sb1,se2,-33.121311928857956,16.69785679878501,0.32858539347431753,-0.7908050889966312,24.538657103890483,8.581849600452902,0.803852586289699,-0.37319942688688146
20,sb1,se2,-59.39774765366745,13.840953088560147,-0.23311788786725357,-0.382688611370289,15.583389811560403,7.924745579018642,0.5529075355070279,-0.26316904128771723
21,sb1,se2,-12.904401005153266,19.22860719231893,0.7605639654738573,0.570293823761447,12.671563286930056,5.826971495013386,0.7196605162595596,-0.24392030218536576
22,sb1,se2,-16.74297664890151,29.657004948559972,0.709599562938207,-0.9268737013296824,14.145560777906502,8.19763461670097,0.6250521125713067,-0.41256940194409264
23,sb1,se2,-21.448370033509317,25.844623085590733,0.94741606518202,0.446465872274715,10.089809603345442,5.10721479365666,1.9902864665218871,5.764900532012264
24,sb1,se2,-3.022168937891905,31.523325341073033,0.7105350302408688,-0.6696174061406017,12.375754232403237,6.009524889594009,0.6771555603072106,-0.06231474841796869
25,sb1,se2,-15.90866645200224,13.074023553313886,-0.2558061475871999,-0.7204169507482541,16.667729743995743,4.713880389054489,-0.6629350038111481,-0.7402063613982413
26,sb1,se2,9.704481351630402,19.33773837685165,-0.8728307354834679,0.05757240162225896,13.035481424657375,4.548662230944563,0.7901320424006503,0.7215056574033358
27,sb1,se2,-4.629014289375582,28.94361392630712,1.040328047845214,0.10047228607564884,17.455232758699346,6.7170995835397544,0.9810760565698392,0.3100732751113444
28,sb1,se2,59.315215123033184,15.753458902222699,0.21450625423040534,-0.7387345706025106,20.328749207805945,7.021908631777016,-0.15992023054939408,-1.1171112649068347
29,sb1,se2,17.00045259853346,25.79974778197849,-0.9541180259950093,-0.08729214127259644,9.109295748277487,5.163443092804639,1.4318861857171656,2.068832774377273
30,sb1,se2,18.000381290405297,36.401698840166965,-0.7020562240625217,-0.492494764122156,14.372123915094523,7.226942144075759,0.5815365267295538,-0.14224506539686876
31,sb1,se2,65.27140731242544,11.824914156440313,-0.3378319402412014,-1.4883115802457234,11.63552243610076,4.107464094472745,0.24053209563557815,-1.2144111506219182
32,sb1,se2,-0.469223534565608,10.558891125607303,-0.5968635092983091,3.731772867067794,5.734530766621526,2.668724956507363,1.75782500072315,5.543367757756975
33,sb1,se2,1.5392689898367933,17.37091762007323,0.16812007778478086,1.3453996732944509,12.466202853844027,5.737787458815146,1.2175694372864097,2.3729386185162094
34,sb1,se2,1.043225992668738,8.833628764744242,0.3853613087340434,1.264545789319408,5.243756162013015,2.078178644714521,1.0423988807351008,1.4582837472859156
35,sb1,se2,2.2314564265760164,14.962970506332487,0.6747240202006869,1.3800191543610012,12.280669978103674,5.33594917105864,0.6155729998608497,0.2767521067559344
36,sb1,se2,-0.4301087499786093,13.771780432619378,-0.2162990927712576,0.14326618245642697,12.90487932657659,5.527009103771052,0.5446580789392754,0.052770112357638066
37,sb1,se2,4.530701287695718,18.40144901565628,0.6824870003071859,0.5197979666490036,11.821529951862678,5.2091107233484415,0.593756501292076,0.1514258766035348
38,sb1,se2,-3.9659543998114315,14.647529616846896,-0.5805853454372465,0.14571697653461646,10.696237739245513,4.899190312372154,0.6301489303719842,-0.12722050117701356
39,sb1,se2,0.8847049332567615,19.481746446984985,0.08238687147255226,0.8074915084149765,14.709520112529477,5.476192373720221,0.3828157425939279,-0.19652637813859242
40,sb1,se2,2.2696818801791085,17.70785344314371,-0.2798162116244461,1.464754141934189,11.903885376177435,6.000165901364747,0.8894177009761167,0.6889160448185949
41,sb1,se2,-3.6146004946884274,14.90692232558713,-0.7372411464661506,1.0633789440176002,11.719096184083535,5.179689899049048,0.6433534156918396,-0.35706324987142324
42,sb1,se2,3.6728390836209344,15.020995120885146,-0.012203185905828702,-0.026454552906025164,13.758710276591797,5.700758632503474,0.25913910929791173,-0.6274720146624881
43,sb1,se2,-0.5230932600551235,21.928800803926215,-0.29325007921253626,0.19647989335634053,10.330177195503783,5.110700696485661,1.7810756436963069,4.450127152318654
44,sb1,se2,1.2324444619628412,16.704027817322828,0.16418240880837284,0.8387672336912049,10.125472667352405,4.85132005843197,0.9623117806759889,0.9739749545617076
45,sb1,se2,-5.323105517239504,25.592729826951146,0.0650914254062329,0.33658808602651114,11.351039779583814,5.810252960148245,1.132852126336977,1.4352179840430512
46,sb2,se2,-0.12267533524584946,9.417545584888106,-0.3324110776628304,3.2614897907906846,3.0943393961710823,1.8854506703537899,2.5047628369352575,9.27173155561799
47,sb2,se2,-0.3802566777679462,6.480723940882431,-0.164918997798344,0.6779454871503434,11.833133887887177,4.274018258308538,0.29154415692855534,-0.25008478427457304
48,sb2,se2,0.8049398167446069,22.55050007641684,-0.22501824435925968,-1.340549734183513,13.079616153287253,4.530960468102498,0.17548372530033549,-0.9997328449126495
49,sb2,se2,1.662239872002232,11.959280019920723,1.0449076800585015,0.4127306465699099,11.979446699418432,4.353697917967954,0.9297060898419548,1.2345716413225398
50,sb2,se2,5.947509901662094,9.119159407530244,-1.824409886149237,4.036103161023463,8.646190509920967,3.498180416858997,1.0664619357240865,0.545693097220346
51,sb2,se2,37.75560412296748,5.4576327414266474,0.7707731716214645,-1.0309364298765187,6.378008119478916,0.6353666450824821,-0.46477997442651664,-0.5141328654393447
52,sb2,se2,-48.949947633760885,3.901186102234774,-0.7052384155689578,-0.7733663373774329,4.007521450217466,0.991063102194789,0.026022334269122396,0.3330033392728673
53,sb2,se2,0.6219717693318985,18.3444844863025,-0.585520566591723,-0.8090847461114157,11.716657333702043,5.267557823099071,0.1632644471166967,-1.1186747975150346
54,sb2,se2,1.3563786303003118,6.63616719663418,0.7142661967321511,-0.631910370851787,7.460989814118869,2.387214257750168,0.3783230768808296,-0.2652518685699339
55,sb2,se2,9.721207664799794,14.019739499908896,-1.530326049517737,3.0308516323385417,5.189103764643,2.7011210792486384,1.79990326843514,5.03600175243327
56,sb2,se2,13.948091827299589,27.153982572738567,-0.48584703207076646,-0.8079471350684901,10.505262333916594,3.3079407258070406,0.43347347724184293,-0.42841692920929697
57,sb2,se2,41.41432182798835,10.658868634210805,0.4988048377586293,-1.038440927559876,7.939868174874462,1.4634874098318997,-0.6353528966227047,-0.46008052790406495
58,sb2,se2,-3.623955518886421,20.155565023710245,0.4751764772932337,-0.8740218405507614,10.186345944670554,4.623169767886752,0.7141829696769869,0.5112987795939263
59,sb2,se2,6.393536598950763,18.511550706981907,-0.5857035464209271,-0.4703841479303086,9.749773779452717,3.0362338762475587,0.659633582390084,0.5562530713016569
60,sb2,se2,-14.760663785418002,27.651213621216478,0.46236670243412353,-0.9943674549365205,14.31514310697629,4.7330420483779125,0.13312309490541427,-0.8009295384811925
61,sb2,se2,-8.450067093516987,15.738236364302857,0.05128851878755171,-1.259007612858078,20.691113741676244,5.0919593134929375,0.046678437908130796,-1.3111738140083178
62,sb2,se2,1.7796970167372261,16.861391842212836,1.1884234952469968,0.4871177906444353,12.258502925190426,5.506524581897438,0.8127991450200575,0.7480527629345857
63,sb2,se2,6.635137317563146,10.298259073496032,-2.070638362771047,4.2048950805078995,6.996726185788984,4.82009287697792,1.3554950891439521,1.2880580417883074
64,sb2,se2,10.727013833047245,21.790778303933703,-0.6848003791173943,-0.6814202537362881,15.512914261024312,4.0399399807859515,-0.30874438223115214,-0.16452341324449282
65,sb2,se2,38.653488090990336,5.845812719657429,0.09173643067037289,-0.5176640909642125,7.758664302287184,2.967687074230616,0.6992590473578807,-0.9838183481255958
66,sb2,se2,-37.13310548520641,8.60533682871041,-0.24801708266406522,-0.5987234554211054,14.508799196439751,4.686762768023364,-0.3011996050819804,-1.452421356987212
67,sb2,se2,-10.458857756753838,13.199849817743038,1.5490219621561536,1.4551248780686121,7.444010548220641,3.3794793606359055,0.9345053677998805,0.44665806806515373
68,sb2,se2,-11.203848162146263,23.942958518643128,0.3166301556902168,-1.066080773072303,11.95682376473076,5.325489210660183,0.951606765489409,0.0642700852178919
69,sb2,se2,11.974432185881021,11.548325899591518,-0.10659790446481437,-0.924105957485847,14.784509336626904,3.6074458287607425,0.8458878164598548,-0.45385599924195397
70,sb2,se2,1.4690823091604748,11.694579287358831,0.2420768931418212,-0.8894212383479685,16.0499917736154,4.31539100607861,-0.15231352655627717,-0.9025819544367666
71,sb2,se2,-3.872399203197515,24.360573349833285,0.5310166303440416,-0.9972495447353866,7.470501192797847,3.2535135922039937,1.0556466893320209,0.85142520975351
72,sb2,se2,14.264304682776155,24.330644836321788,-0.5106461201402238,-0.7611483182668448,7.773700262116716,3.436773634223355,1.2052210911677257,1.6231299540003494
73,sb2,se2,12.649570536139215,16.842903151110566,-1.501777335083559,1.5757831737816446,9.754177572035283,4.039631313661738,-0.0267446683197065,-0.9104184400166448
74,sb2,se2,-5.680640405901711,13.040893464161215,0.8295796913294002,-0.4117562633982845,4.839223198745483,1.7124236924186762,0.8161076298576502,0.5003416493933082
75,sb2,se2,31.47617128410155,14.193586217259199,0.14348230000698367,-1.1086590164546288,17.892849455367163,3.95213756612715,0.9437808745451971,0.08941598877545509
76,sb2,se2,0.2455381759013894,12.133768535770633,0.4436940153003748,-0.5671194490156979,14.859829328639618,6.290036354288608,0.3439812434379257,-0.9844669703521545
77,sb2,se2,-0.06753832464215466,10.251923130096865,-0.23960392906407857,2.7393368603053867,3.170650083916664,1.918334236239732,2.656661843729216,10.702974339014023
78,sb2,se2,1.1772693616493617,12.85069435123349,0.9524604138860273,2.7445279569878887,10.72807332581718,4.038483952035911,0.14702645654433752,-0.5818416615284425
79,sb2,se2,2.1057157547700522,11.581253536733605,0.8517020875619332,1.875428669329878,5.368041383117089,3.072789564281799,1.6902216607934781,3.3220691684954335
80,sb2,se2,-0.46442794155883954,5.993875463875273,-0.6098974993022777,1.3952668841903808,13.396264119595173,4.68551466397929,-0.08114498743677526,-0.7681074534071746
81,sb2,se2,-15.35491290666602,22.008912259184797,-0.11134716250936917,-0.9441355969520542,13.961151191694023,4.18199526866208,0.38100810180544953,-0.47764423573707493
82,sb2,se2,3.270054110831116,17.204264716093267,-0.09594743222824027,0.26410402212662687,11.822003206068182,5.397466205653844,0.6217911007960879,0.17650566868514295
83,sb2,se2,-0.881867137632299,13.590914462819226,-0.08890355504990484,1.1999446710078496,9.03838354197297,3.070826389920346,1.0343821978620362,4.524318822247417
84,sb2,se2,-3.0153619038865815,11.770190190225414,-0.34048044589666954,-0.14079332529020405,11.448592141534087,3.3684662470139113,0.7868464922748853,1.8390164047322566
85,sb2,se2,4.1575911581105025,15.095593491184697,1.4308591152167784,2.1175917424954704,8.465136633700403,4.473965353409052,0.6739062799540885,0.06629364319753561
86,sb2,se2,0.7209678721713126,9.293933031663398,0.17532122531282637,-0.32409233400775284,11.600753411886346,4.664918759464119,0.23946314538275357,-0.755758954520263
87,sb2,se2,0.11258307976663076,12.939679163922893,-0.09388518703506081,0.5579331591596848,7.166655356468882,4.745312177655631,1.3283768866312946,0.7686786733826225
88,sb2,se2,-4.410000080143048,15.968993280796944,-1.024721510124003,1.4656928411947314,7.784475787529987,3.4188402507374933,1.2581220356527778,2.4956509266496987
89,sb2,se2,1.173454351630331,10.144947553285908,-0.16449686753212855,1.2854652842657819,9.211359651889792,3.011699940868184,0.641785063553294,0.6117533396704542
90,sb2,se2,-0.7415645206401766,11.294259827091059,-0.17528007785338087,0.5075628733050643,10.457290133308105,4.569295575407836,0.5974454374912281,-0.24353006983942338
91,sb2,se2,-2.37018942706649,10.746221687422087,-0.4107021857899001,0.22204583977346726,11.74005692470525,5.005962828653414,0.025230610573910357,-1.1449325111069877
